time_passed,earth_x,earth_y,earth_z,force_factor,
5.840039,-0.050156,0.22163,0,20.159405,
5.850039,-0.062212,0.235029,0,17.429888,
5.860039,-0.074174,0.248071,0,15.226076,
5.870039,-0.086036,0.260779,0,13.424648,
5.88004,-0.097795,0.273177,0,11.935077,
5.89004,-0.10945,0.285282,0,10.690197,
5.90004,-0.120999,0.297112,0,9.639593,
5.91004,-0.132443,0.308682,0,8.744971,
5.920041,-0.14378,0.320006,0,7.976898,
5.930041,-0.155013,0.331097,0,7.312499,
5.940041,-0.166142,0.341964,0,6.733804,
5.950041,-0.177166,0.352618,0,6.226554,
5.960042,-0.188089,0.363068,0,5.77933,
5.970042,-0.19891,0.373323,0,5.382899,
5.980042,-0.209631,0.383391,0,5.02974,
5.990042,-0.220254,0.393277,0,4.713676,
6.000042,-0.230779,0.40299,0,4.429597,
6.010043,-0.241207,0.412534,0,4.173247,
6.020043,-0.251541,0.421915,0,3.941059,
6.030043,-0.26178,0.43114,0,3.730026,
6.040043,-0.271927,0.440211,0,3.537594,
6.050044,-0.281983,0.449135,0,3.361591,
6.060044,-0.291948,0.457915,0,3.200154,
6.070044,-0.301825,0.466555,0,3.051677,
6.080044,-0.311613,0.475059,0,2.914775,
6.090044,-0.321314,0.483431,0,2.788243,
6.100045,-0.33093,0.491674,0,2.671031,
6.110045,-0.340461,0.49979,0,2.562222,
6.120045,-0.349908,0.507784,0,2.461007,
6.130045,-0.359272,0.515658,0,2.366677,
6.140046,-0.368554,0.523414,0,2.278602,
6.150046,-0.377756,0.531055,0,2.196225,
6.160046,-0.386877,0.538583,0,2.119052,
6.170046,-0.395919,0.546001,0,2.046638,
6.180047,-0.404883,0.553312,0,1.97859,
6.190047,-0.413769,0.560516,0,1.914551,
6.200047,-0.422579,0.567616,0,1.854205,
6.210047,-0.431313,0.574615,0,1.797264,
6.220047,-0.439971,0.581513,0,1.743468,
6.230048,-0.448555,0.588313,0,1.692583,
6.240048,-0.457065,0.595016,0,1.644396,
6.250048,-0.465502,0.601623,0,1.598715,
6.260048,-0.473867,0.608138,0,1.555362,
6.270049,-0.48216,0.61456,0,1.514179,
6.280049,-0.490382,0.620892,0,1.475017,
6.290049,-0.498533,0.627134,0,1.437744,
6.300049,-0.506615,0.633288,0,1.402235,
6.31005,-0.514627,0.639356,0,1.368379,
6.32005,-0.52257,0.645338,0,1.336071,
6.33005,-0.530446,0.651236,0,1.305215,
6.34005,-0.538253,0.657051,0,1.275725,
6.35005,-0.545993,0.662784,0,1.247517,
6.360051,-0.553667,0.668436,0,1.220518,
6.370051,-0.561275,0.674009,0,1.194656,
6.380051,-0.568817,0.679502,0,1.169869,
6.390051,-0.576293,0.684918,0,1.146094,
6.400052,-0.583705,0.690256,0,1.123278,
6.410052,-0.591053,0.695519,0,1.101368,
6.420052,-0.598337,0.700706,0,1.080315,
6.430052,-0.605557,0.70582,0,1.060075,
6.440053,-0.612715,0.710859,0,1.040606,
6.450053,-0.61981,0.715826,0,1.021868,
6.460053,-0.626842,0.720722,0,1.003824,
6.470053,-0.633813,0.725546,0,0.986441,
6.480053,-0.640722,0.730299,0,0.969686,
6.490054,-0.64757,0.734984,0,0.953529,
6.500054,-0.654358,0.739599,0,0.937941,
6.510054,-0.661085,0.744146,0,0.922897,
6.520054,-0.667752,0.748625,0,0.90837,
6.530055,-0.674359,0.753037,0,0.894337,
6.540055,-0.680907,0.757384,0,0.880776,
6.550055,-0.687396,0.761664,0,0.867667,
6.560055,-0.693826,0.765879,0,0.854989,
6.570055,-0.700198,0.77003,0,0.842724,
6.580056,-0.706511,0.774117,0,0.830854,
6.590056,-0.712766,0.77814,0,0.819363,
6.600056,-0.718964,0.7821,0,0.808235,
6.610056,-0.725105,0.785998,0,0.797455,
6.620057,-0.731188,0.789834,0,0.787009,
6.630057,-0.737215,0.793609,0,0.776884,
6.640057,-0.743185,0.797323,0,0.767066,
6.650057,-0.749099,0.800977,0,0.757545,
6.660058,-0.754957,0.80457,0,0.748308,
6.670058,-0.760759,0.808104,0,0.739346,
6.680058,-0.766505,0.811579,0,0.730646,
6.690058,-0.772196,0.814996,0,0.722201,
6.700058,-0.777832,0.818354,0,0.714,
6.710059,-0.783413,0.821654,0,0.706034,
6.720059,-0.788939,0.824898,0,0.698296,
6.730059,-0.794411,0.828084,0,0.690777,
6.740059,-0.799829,0.831213,0,0.683469,
6.75006,-0.805192,0.834286,0,0.676366,
6.76006,-0.810501,0.837304,0,0.66946,
6.77006,-0.815757,0.840266,0,0.662744,
6.78006,-0.820959,0.843173,0,0.656213,
6.790061,-0.826108,0.846025,0,0.64986,
6.800061,-0.831204,0.848822,0,0.643679,
6.810061,-0.836247,0.851566,0,0.637665,
6.820061,-0.841237,0.854255,0,0.631813,
6.830061,-0.846174,0.856891,0,0.626117,
6.840062,-0.851058,0.859474,0,0.620573,
6.850062,-0.855891,0.862004,0,0.615176,
6.860062,-0.860671,0.864482,0,0.609921,
6.870062,-0.865399,0.866907,0,0.604805,
6.880063,-0.870075,0.86928,0,0.599823,
6.890063,-0.874699,0.871602,0,0.594971,
6.900063,-0.879272,0.873872,0,0.590246,
6.910063,-0.883793,0.876091,0,0.585643,
6.920063,-0.888263,0.878259,0,0.58116,
6.930064,-0.892682,0.880376,0,0.576793,
6.940064,-0.89705,0.882443,0,0.57254,
6.950064,-0.901366,0.88446,0,0.568396,
6.960064,-0.905632,0.886427,0,0.564359,
6.970065,-0.909847,0.888344,0,0.560426,
6.980065,-0.914011,0.890212,0,0.556594,
6.990065,-0.918125,0.89203,0,0.552862,
7.000065,-0.922188,0.8938,0,0.549225,
7.010066,-0.926201,0.895521,0,0.545683,
7.020066,-0.930164,0.897193,0,0.542232,
7.030066,-0.934077,0.898817,0,0.53887,
7.040066,-0.93794,0.900392,0,0.535596,
7.050066,-0.941752,0.90192,0,0.532407,
7.060067,-0.945515,0.9034,0,0.5293,
7.070067,-0.949228,0.904833,0,0.526275,
7.080067,-0.952892,0.906218,0,0.52333,
7.090067,-0.956506,0.907556,0,0.520462,
7.100068,-0.96007,0.908847,0,0.51767,
7.110068,-0.963585,0.910091,0,0.514952,
7.120068,-0.96705,0.911288,0,0.512306,
7.130068,-0.970467,0.91244,0,0.509732,
7.140069,-0.973834,0.913544,0,0.507228,
7.150069,-0.977151,0.914603,0,0.504791,
7.160069,-0.98042,0.915616,0,0.502422,
7.170069,-0.98364,0.916583,0,0.500118,
7.180069,-0.986811,0.917504,0,0.497878,
7.19007,-0.989933,0.91838,0,0.495701,
7.20007,-0.993006,0.91921,0,0.493587,
7.21007,-0.99603,0.919996,0,0.491533,
7.22007,-0.999005,0.920736,0,0.489538,
7.230071,-1.001932,0.921432,0,0.487602,
7.240071,-1.00481,0.922082,0,0.485724,
7.250071,-1.007639,0.922688,0,0.483903,
7.260071,-1.01042,0.92325,0,0.482137,
7.270072,-1.013152,0.923767,0,0.480426,
7.280072,-1.015836,0.92424,0,0.478768,
7.290072,-1.018471,0.924669,0,0.477164,
7.300072,-1.021058,0.925054,0,0.475613,
7.310072,-1.023597,0.925395,0,0.474112,
7.320073,-1.026087,0.925692,0,0.472663,
7.330073,-1.028528,0.925946,0,0.471263,
7.340073,-1.030922,0.926156,0,0.469914,
7.350073,-1.033267,0.926323,0,0.468612,
7.360074,-1.035564,0.926446,0,0.467359,
7.370074,-1.037812,0.926526,0,0.466154,
7.380074,-1.040012,0.926563,0,0.464995,
7.390074,-1.042164,0.926558,0,0.463883,
7.400074,-1.044268,0.926509,0,0.462816,
7.410075,-1.046324,0.926417,0,0.461795,
7.420075,-1.048331,0.926283,0,0.460819,
7.430075,-1.05029,0.926107,0,0.459888,
7.440075,-1.052201,0.925887,0,0.459,
7.450076,-1.054064,0.925626,0,0.458156,
7.460076,-1.055878,0.925322,0,0.457356,
7.470076,-1.057645,0.924975,0,0.456598,
7.480076,-1.059363,0.924587,0,0.455883,
7.490077,-1.061033,0.924156,0,0.45521,
7.500077,-1.062654,0.923684,0,0.454579,
7.510077,-1.064227,0.923169,0,0.453989,
7.520077,-1.065753,0.922613,0,0.453441,
7.530077,-1.06723,0.922015,0,0.452934,
7.540078,-1.068658,0.921375,0,0.452468,
7.550078,-1.070038,0.920694,0,0.452043,
7.560078,-1.07137,0.919971,0,0.451658,
7.570078,-1.072654,0.919206,0,0.451313,
7.580079,-1.073889,0.9184,0,0.451009,
7.590079,-1.075076,0.917552,0,0.450745,
7.600079,-1.076214,0.916664,0,0.45052,
7.610079,-1.077304,0.915734,0,0.450336,
7.62008,-1.078345,0.914762,0,0.450191,
7.63008,-1.079338,0.91375,0,0.450086,
7.64008,-1.080282,0.912696,0,0.45002,
7.65008,-1.081178,0.911602,0,0.449994,
7.66008,-1.082025,0.910466,0,0.450008,
7.670081,-1.082823,0.909289,0,0.450062,
7.680081,-1.083573,0.908072,0,0.450154,
7.690081,-1.084274,0.906813,0,0.450287,
7.700081,-1.084926,0.905514,0,0.45046,
7.710082,-1.085529,0.904174,0,0.450672,
7.720082,-1.086083,0.902793,0,0.450924,
7.730082,-1.086588,0.901371,0,0.451216,
7.740082,-1.087044,0.899909,0,0.451548,
7.750082,-1.087451,0.898406,0,0.451921,
7.760083,-1.087808,0.896862,0,0.452334,
7.770083,-1.088117,0.895278,0,0.452787,
7.780083,-1.088376,0.893653,0,0.453281,
7.790083,-1.088586,0.891988,0,0.453817,
7.800084,-1.088746,0.890282,0,0.454394,
7.810084,-1.088857,0.888535,0,0.455012,
7.820084,-1.088918,0.886749,0,0.455672,
7.830084,-1.088929,0.884921,0,0.456374,
7.840085,-1.088891,0.883053,0,0.457119,
7.850085,-1.088803,0.881145,0,0.457907,
7.860085,-1.088665,0.879196,0,0.458737,
7.870085,-1.088476,0.877207,0,0.459611,
7.880085,-1.088238,0.875178,0,0.460529,
7.890086,-1.087949,0.873108,0,0.461492,
7.900086,-1.08761,0.870998,0,0.462499,
7.910086,-1.087221,0.868847,0,0.463551,
7.920086,-1.086781,0.866656,0,0.464649,
7.930087,-1.086291,0.864425,0,0.465794,
7.940087,-1.08575,0.862153,0,0.466985,
7.950087,-1.085158,0.859841,0,0.468223,
7.960087,-1.084515,0.857488,0,0.46951,
7.970088,-1.083821,0.855095,0,0.470845,
7.980088,-1.083076,0.852662,0,0.472229,
7.990088,-1.082279,0.850188,0,0.473663,
8.000088,-1.081431,0.847674,0,0.475147,
8.010088,-1.080532,0.84512,0,0.476683,
8.020088,-1.079581,0.842525,0,0.478271,
8.030088,-1.078578,0.83989,0,0.479912,
8.040089,-1.077523,0.837214,0,0.481607,
8.050089,-1.076416,0.834498,0,0.483356,
8.060089,-1.075257,0.831741,0,0.48516,
8.070089,-1.074045,0.828944,0,0.487021,
8.08009,-1.072781,0.826106,0,0.488939,
8.09009,-1.071464,0.823228,0,0.490915,
8.10009,-1.070095,0.820309,0,0.492951,
8.11009,-1.068672,0.81735,0,0.495047,
8.12009,-1.067196,0.81435,0,0.497204,
8.130091,-1.065668,0.811309,0,0.499425,
8.140091,-1.064085,0.808227,0,0.501709,
8.150091,-1.062449,0.805105,0,0.504058,
8.160091,-1.060759,0.801942,0,0.506474,
8.170092,-1.059015,0.798738,0,0.508957,
8.180092,-1.057217,0.795494,0,0.51151,
8.190092,-1.055365,0.792208,0,0.514133,
8.200092,-1.053458,0.788882,0,0.516829,
8.210093,-1.051496,0.785514,0,0.519598,
8.220093,-1.049479,0.782106,0,0.522443,
8.230093,-1.047408,0.778656,0,0.525365,
8.240093,-1.045281,0.775165,0,0.528365,
8.250093,-1.043098,0.771633,0,0.531446,
8.260094,-1.04086,0.76806,0,0.53461,
8.270094,-1.038565,0.764445,0,0.537858,
8.280094,-1.036215,0.760789,0,0.541192,
8.290094,-1.033808,0.757092,0,0.544616,
8.300095,-1.031344,0.753353,0,0.54813,
8.310095,-1.028823,0.749573,0,0.551737,
8.320095,-1.026246,0.745751,0,0.55544,
8.330095,-1.02361,0.741887,0,0.559241,
8.340096,-1.020918,0.737981,0,0.563142,
8.350096,-1.018167,0.734034,0,0.567147,
8.360096,-1.015358,0.730045,0,0.571258,
8.370096,-1.012491,0.726013,0,0.575478,
8.380096,-1.009565,0.72194,0,0.57981,
8.390097,-1.00658,0.717824,0,0.584257,
8.400097,-1.003536,0.713667,0,0.588822,
8.410097,-1.000432,0.709466,0,0.593509,
8.420097,-0.997268,0.705224,0,0.598322,
8.430098,-0.994044,0.700939,0,0.603264,
8.440098,-0.99076,0.696611,0,0.608339,
8.450098,-0.987415,0.69224,0,0.61355,
8.460098,-0.984009,0.687827,0,0.618903,
8.470098,-0.980541,0.68337,0,0.624402,
8.480099,-0.977012,0.678871,0,0.630051,
8.490099,-0.97342,0.674328,0,0.635855,
8.500099,-0.969766,0.669742,0,0.641818,
8.510099,-0.966049,0.665113,0,0.647947,
8.5201,-0.962269,0.66044,0,0.654247,
8.5301,-0.958426,0.655724,0,0.660723,
8.5401,-0.954518,0.650964,0,0.667382,
8.5501,-0.950546,0.64616,0,0.674229,
8.560101,-0.94651,0.641311,0,0.681271,
8.570101,-0.942408,0.636419,0,0.688515,
8.580101,-0.93824,0.631483,0,0.695969,
8.590101,-0.934007,0.626502,0,0.703639,
8.600101,-0.929707,0.621476,0,0.711534,
8.610102,-0.92534,0.616406,0,0.719662,
8.620102,-0.920906,0.611291,0,0.728032,
8.630102,-0.916404,0.60613,0,0.736652,
8.640102,-0.911833,0.600925,0,0.745533,
8.650103,-0.907194,0.595674,0,0.754685,
8.660103,-0.902486,0.590378,0,0.764118,
8.670103,-0.897707,0.585036,0,0.773843,
8.680103,-0.892859,0.579648,0,0.783873,
8.690104,-0.887939,0.574214,0,0.794219,
8.700104,-0.882948,0.568734,0,0.804895,
8.710104,-0.877885,0.563208,0,0.815915,
8.720104,-0.872749,0.557635,0,0.827294,
8.730104,-0.86754,0.552015,0,0.839046,
8.740105,-0.862257,0.546348,0,0.851188,
8.750105,-0.8569,0.540634,0,0.863737,
8.760105,-0.851467,0.534873,0,0.876712,
8.770105,-0.845959,0.529064,0,0.890132,
8.780106,-0.840374,0.523207,0,0.904018,
8.790106,-0.834712,0.517302,0,0.918391,
8.800106,-0.828973,0.511349,0,0.933275,
8.810106,-0.823154,0.505347,0,0.948693,
8.820107,-0.817256,0.499297,0,0.964673,
8.830107,-0.811278,0.493197,0,0.981242,
8.840107,-0.805219,0.487048,0,0.998429,
8.850107,-0.799078,0.48085,0,1.016267,
8.860107,-0.792855,0.474602,0,1.034788,
8.870108,-0.786548,0.468304,0,1.054029,
8.880108,-0.780156,0.461956,0,1.074029,
8.890108,-0.773679,0.455557,0,1.094828,
8.900108,-0.767116,0.449108,0,1.11647,
8.910109,-0.760465,0.442607,0,1.139004,
8.920109,-0.753726,0.436054,0,1.162479,
8.930109,-0.746897,0.42945,0,1.18695,
8.940109,-0.739978,0.422794,0,1.212476,
8.950109,-0.732967,0.416086,0,1.239119,
8.96011,-0.725863,0.409324,0,1.266949,
8.97011,-0.718665,0.40251,0,1.296038,
8.98011,-0.711372,0.395643,0,1.326466,
8.99011,-0.703983,0.388721,0,1.358319,
9.000111,-0.696495,0.381746,0,1.39169,
9.010111,-0.688908,0.374716,0,1.426681,
9.020111,-0.68122,0.367631,0,1.463402,
9.030111,-0.673429,0.360491,0,1.501971,
9.040112,-0.665535,0.353295,0,1.54252,
9.050112,-0.657536,0.346043,0,1.585192,
9.060112,-0.649429,0.338735,0,1.630142,
9.070112,-0.641213,0.331371,0,1.677541,
9.080112,-0.632886,0.323948,0,1.727578,
9.090113,-0.624447,0.316469,0,1.780458,
9.100113,-0.615893,0.308931,0,1.83641,
9.110113,-0.607223,0.301334,0,1.895684,
9.120113,-0.598433,0.293679,0,1.958558,
9.130114,-0.589522,0.285964,0,2.025342,
9.140114,-0.580488,0.278189,0,2.096378,
9.150114,-0.571327,0.270353,0,2.172049,
9.160114,-0.562038,0.262457,0,2.252782,
9.170115,-0.552618,0.2545,0,2.339054,
9.180115,-0.543063,0.24648,0,2.431405,
9.190115,-0.53337,0.238398,0,2.530439,
9.200115,-0.523537,0.230253,0,2.636841,
9.210115,-0.51356,0.222045,0,2.751386,
9.220116,-0.503435,0.213773,0,2.874957,
9.230116,-0.493159,0.205437,0,3.008562,
9.240116,-0.482727,0.197036,0,3.153354,
9.250116,-0.472136,0.18857,0,3.310661,
9.260117,-0.46138,0.180038,0,3.482017,
9.270117,-0.450455,0.17144,0,3.669199,
9.280117,-0.439355,0.162775,0,3.874281,
9.290117,-0.428075,0.154044,0,4.099691,
9.300117,-0.416609,0.145246,0,4.348287,
9.310118,-0.404951,0.136381,0,4.623453,
9.320118,-0.393092,0.127448,0,4.929218,
9.330118,-0.381027,0.118449,0,5.27041,
9.340118,-0.368746,0.109382,0,5.652852,
9.350119,-0.356241,0.100249,0,6.083621,
9.360119,-0.343502,0.09105,0,6.571379,
9.370119,-0.330518,0.081786,0,7.126815,
9.380119,-0.317277,0.072458,0,7.763238,
9.39012,-0.303767,0.063069,0,8.497372,
9.40012,-0.289973,0.053621,0,9.350436,
9.41012,-0.275878,0.044118,0,10.349645,
9.42012,-0.261466,0.034564,0,11.530282,
9.43012,-0.246715,0.024965,0,12.938632,
9.440121,-0.231603,0.015329,0,14.636134,
9.450121,-0.216105,0.005668,0,16.705299,
9.460121,-0.20019,-0.004004,0,19.258198,
9.470121,-0.183825,-0.013668,0,22.448391,
9.480122,-0.166974,-0.023295,0,26.487274,
9.490122,-0.149594,-0.032848,0,31.664486,
9.500122,-0.13164,-0.042275,0,38.367416,
9.510122,-0.113067,-0.051503,0,47.080143,
9.520123,-0.093834,-0.060431,0,58.302895,
9.530123,-0.073923,-0.068922,0,72.250496,
9.540123,-0.053361,-0.076806,0,88.107018,
9.550123,-0.03225,-0.0839,0,102.897835,
9.560123,-0.010779,-0.090059,0,111.397293,
9.570124,0.010809,-0.095233,0,109.399094,
9.580124,0.032292,-0.099473,0,97.974434,
9.590124,0.053509,-0.102896,0,82.284294,
9.600124,0.074367,-0.105629,0,66.911255,
9.610125,0.094825,-0.107793,0,53.930843,
9.620125,0.114869,-0.109487,0,43.665607,
9.630125,0.134502,-0.110789,0,35.739605,
9.640125,0.153736,-0.111763,0,29.639509,
9.650126,0.172587,-0.112458,0,24.913034,
9.660126,0.191073,-0.112915,0,21.209793,
9.670126,0.209209,-0.113165,0,18.270933,
9.680126,0.227013,-0.113236,0,15.908137,
9.690126,0.244498,-0.113148,0,13.984489,
9.700127,0.261681,-0.11292,0,12.399777,
9.710127,0.278574,-0.112566,0,11.07993,
9.720127,0.295189,-0.112101,0,9.969564,
9.730127,0.311538,-0.111534,0,9.02678,
9.740128,0.327631,-0.110876,0,8.219494,
9.750128,0.343477,-0.110134,0,7.522867,
9.760128,0.359085,-0.109316,0,6.91745,
9.770128,0.374464,-0.108428,0,6.387862,
9.780128,0.389622,-0.107476,0,5.921821,
9.790129,0.404565,-0.106465,0,5.509429,
9.800129,0.419299,-0.105399,0,5.142644,
9.810129,0.433832,-0.104282,0,4.814874,
9.820129,0.448169,-0.103118,0,4.520681,
9.83013,0.462315,-0.10191,0,4.255549,
9.84013,0.476275,-0.100662,0,4.015695,
9.85013,0.490054,-0.099375,0,3.797938,
9.86013,0.503657,-0.098052,0,3.599586,
9.870131,0.517088,-0.096696,0,3.418348,
9.880131,0.530351,-0.095308,0,3.252263,
9.890131,0.543449,-0.093891,0,3.099645,
9.900131,0.556387,-0.092446,0,2.95904,
9.910131,0.569167,-0.090975,0,2.829188,
9.920132,0.581793,-0.089479,0,2.708988,
9.930132,0.594267,-0.08796,0,2.597483,
9.940132,0.606594,-0.086419,0,2.493829,
9.950132,0.618775,-0.084857,0,2.397285,
9.960133,0.630814,-0.083276,0,2.307198,
9.970133,0.642712,-0.081676,0,2.222986,
9.980133,0.654472,-0.080059,0,2.144136,
9.990133,0.666097,-0.078425,0,2.070187,
10.000134,0.677589,-0.076776,0,2.00073,
10.010134,0.688949,-0.075111,0,1.935397,
10.020134,0.70018,-0.073433,0,1.873858,
10.030134,0.711285,-0.071741,0,1.815815,
10.040134,0.722264,-0.070037,0,1.761002,
10.050135,0.733119,-0.06832,0,1.709175,
10.060135,0.743853,-0.066592,0,1.660114,
10.070135,0.754467,-0.064854,0,1.613621,
10.080135,0.764962,-0.063105,0,1.569514,
10.090136,0.775341,-0.061347,0,1.527627,
10.100136,0.785604,-0.059579,0,1.487809,
10.110136,0.795753,-0.057803,0,1.449922,
10.120136,0.80579,-0.056019,0,1.413841,
10.130136,0.815715,-0.054227,0,1.379447,
10.140137,0.825531,-0.052428,0,1.346636,
10.150137,0.835238,-0.050622,0,1.315308,
10.160137,0.844838,-0.048809,0,1.285374,
10.170137,0.854332,-0.04699,0,1.256749,
10.180138,0.86372,-0.045165,0,1.229356,
10.190138,0.873005,-0.043335,0,1.203124,
10.200138,0.882187,-0.0415,0,1.177986,
10.210138,0.891267,-0.03966,0,1.153882,
10.220139,0.900246,-0.037816,0,1.130753,
10.230139,0.909126,-0.035967,0,1.108548,
10.240139,0.917906,-0.034115,0,1.087215,
10.250139,0.926589,-0.032259,0,1.06671,
10.260139,0.935175,-0.030399,0,1.046989,
10.27014,0.943664,-0.028536,0,1.028013,
10.28014,0.952058,-0.026671,0,1.009742,
10.29014,0.960358,-0.024803,0,0.992144,
10.30014,0.968565,-0.022932,0,0.975183,
10.310141,0.976678,-0.021059,0,0.958831,
10.320141,0.984699,-0.019184,0,0.943057,
10.330141,0.992629,-0.017308,0,0.927835,
10.340141,1.000468,-0.01543,0,0.913139,
10.350142,1.008217,-0.01355,0,0.898944,
10.360142,1.015877,-0.011669,0,0.885229,
10.370142,1.023449,-0.009788,0,0.871972,
10.380142,1.030932,-0.007905,0,0.859153,
10.390142,1.038328,-0.006022,0,0.846753,
10.400143,1.045638,-0.004138,0,0.834754,
10.410143,1.052861,-0.002254,0,0.823139,
10.420143,1.059999,-0.00037,0,0.811892,
10.430143,1.067052,0.001515,0,0.800998,
10.440144,1.074021,0.003399,0,0.790442,
10.450144,1.080906,0.005283,0,0.780212,
10.460144,1.087708,0.007166,0,0.770293,
10.470144,1.094427,0.009049,0,0.760675,
10.480145,1.101063,0.010932,0,0.751345,
10.490145,1.107618,0.012813,0,0.742292,
10.500145,1.114092,0.014694,0,0.733507,
10.510145,1.120485,0.016573,0,0.724978,
10.520145,1.126798,0.018452,0,0.716697,
10.530146,1.13303,0.020329,0,0.708654,
10.540146,1.139184,0.022204,0,0.700841,
10.550146,1.145258,0.024078,0,0.69325,
10.560146,1.151254,0.025951,0,0.685873,
10.570147,1.157172,0.027821,0,0.678703,
10.580147,1.163012,0.02969,0,0.671732,
10.590147,1.168774,0.031557,0,0.664954,
10.600147,1.17446,0.033421,0,0.658362,
10.610147,1.180069,0.035284,0,0.65195,
10.620148,1.185602,0.037144,0,0.645713,
10.630148,1.191059,0.039002,0,0.639644,
10.640148,1.196441,0.040857,0,0.633739,
10.650148,1.201747,0.04271,0,0.627992,
10.660149,1.206979,0.04456,0,0.622398,
10.670149,1.212136,0.046408,0,0.616952,
10.680149,1.217219,0.048253,0,0.611651,
10.690149,1.222229,0.050094,0,0.606489,
10.70015,1.227164,0.051933,0,0.601463,
10.71015,1.232027,0.053768,0,0.596568,
10.72015,1.236817,0.055601,0,0.591801,
10.73015,1.241534,0.05743,0,0.587158,
10.74015,1.246178,0.059256,0,0.582636,
10.750151,1.250751,0.061078,0,0.578231,
10.760151,1.255252,0.062897,0,0.57394,
10.770151,1.259681,0.064712,0,0.56976,
10.780151,1.264039,0.066524,0,0.565688,
10.790152,1.268326,0.068331,0,0.561721,
10.800152,1.272542,0.070135,0,0.557856,
10.810152,1.276688,0.071936,0,0.554091,
10.820152,1.280764,0.073732,0,0.550423,
10.830153,1.284769,0.075524,0,0.546849,
10.840153,1.288705,0.077312,0,0.543368,
10.850153,1.292571,0.079096,0,0.539977,
10.860153,1.296368,0.080875,0,0.536674,
10.870153,1.300095,0.082651,0,0.533457,
10.880154,1.303754,0.084422,0,0.530323,
10.890154,1.307344,0.086188,0,0.527271,
10.900154,1.310865,0.08795,0,0.5243,
10.910154,1.314318,0.089707,0,0.521406,
10.920155,1.317703,0.09146,0,0.518589,
10.930155,1.32102,0.093208,0,0.515846,
10.940155,1.324269,0.094951,0,0.513177,
10.950155,1.32745,0.09669,0,0.510579,
10.960155,1.330564,0.098423,0,0.508052,
10.970156,1.333611,0.100152,0,0.505593,
10.980156,1.336591,0.101875,0,0.503201,
10.990156,1.339503,0.103594,0,0.500876,
11.000156,1.342349,0.105307,0,0.498615,
11.010157,1.345128,0.107015,0,0.496417,
11.020157,1.347841,0.108717,0,0.494282,
11.030157,1.350487,0.110415,0,0.492208,
11.040157,1.353068,0.112107,0,0.490194,
11.050158,1.355582,0.113793,0,0.488239,
11.060158,1.35803,0.115474,0,0.486342,
11.070158,1.360412,0.117149,0,0.484501,
11.080158,1.362729,0.118819,0,0.482717,
11.090158,1.36498,0.120483,0,0.480988,
11.100159,1.367166,0.122141,0,0.479313,
11.110159,1.369287,0.123793,0,0.477691,
11.120159,1.371342,0.12544,0,0.476122,
11.130159,1.373332,0.12708,0,0.474605,
11.14016,1.375257,0.128714,0,0.473139,
11.15016,1.377118,0.130343,0,0.471723,
11.16016,1.378913,0.131965,0,0.470356,
11.17016,1.380644,0.133581,0,0.469039,
11.180161,1.382311,0.135191,0,0.46777,
11.190161,1.383912,0.136794,0,0.466549,
11.200161,1.38545,0.138392,0,0.465375,
11.210161,1.386923,0.139982,0,0.464247,
11.220161,1.388332,0.141567,0,0.463165,
11.230162,1.389676,0.143144,0,0.46213,
11.240162,1.390957,0.144715,0,0.461139,
11.250162,1.392174,0.14628,0,0.460192,
11.260162,1.393326,0.147837,0,0.45929,
11.270163,1.394415,0.149388,0,0.458432,
11.280163,1.39544,0.150933,0,0.457617,
11.290163,1.396401,0.15247,0,0.456845,
11.300163,1.397299,0.154,0,0.456116,
11.310163,1.398133,0.155523,0,0.455429,
11.320164,1.398903,0.157039,0,0.454784,
11.330164,1.39961,0.158548,0,0.454181,
11.340164,1.400253,0.16005,0,0.453619,
11.350164,1.400833,0.161545,0,0.453098,
11.360165,1.401349,0.163032,0,0.452619,
11.370165,1.401802,0.164512,0,0.45218,
11.380165,1.402192,0.165984,0,0.451781,
11.390165,1.402518,0.167449,0,0.451423,
11.400166,1.402782,0.168907,0,0.451106,
11.410166,1.402982,0.170357,0,0.450828,
11.420166,1.403118,0.171799,0,0.450591,
11.430166,1.403192,0.173233,0,0.450393,
11.440166,1.403202,0.17466,0,0.450235,
11.450167,1.403149,0.176078,0,0.450116,
11.460167,1.403033,0.177489,0,0.450038,
11.470167,1.402854,0.178892,0,0.449999,
11.480167,1.402612,0.180287,0,0.449999,
11.490168,1.402307,0.181674,0,0.45004,
11.500168,1.401938,0.183052,0,0.450119,
11.510168,1.401507,0.184422,0,0.450239,
11.520168,1.401012,0.185784,0,0.450398,
11.530169,1.400454,0.187138,0,0.450597,
11.540169,1.399833,0.188483,0,0.450836,
11.550169,1.399149,0.18982,0,0.451115,
11.560169,1.398402,0.191148,0,0.451433,
11.570169,1.397591,0.192467,0,0.451793,
11.58017,1.396718,0.193778,0,0.452192,
11.59017,1.395781,0.19508,0,0.452632,
11.60017,1.394781,0.196373,0,0.453113,
11.61017,1.393717,0.197657,0,0.453635,
11.620171,1.392591,0.198932,0,0.454198,
11.630171,1.3914,0.200198,0,0.454802,
11.640171,1.390147,0.201455,0,0.455448,
11.650171,1.38883,0.202703,0,0.456137,
11.660172,1.38745,0.203942,0,0.456867,
11.670172,1.386006,0.205171,0,0.45764,
11.680172,1.384499,0.206391,0,0.458457,
11.690172,1.382928,0.207601,0,0.459316,
11.700172,1.381293,0.208802,0,0.46022,
